pool,card_id,name,card_class,set,type,cost,attack,health_or_durability,races,mechanics,text,status
tortotem_multi_type_minion,END_004,Remnant of Rage,"DEATHKNIGHT,DEMONHUNTER",TIME_TRAVEL,MINION,7,5,4,"DEMON,UNDEAD",BATTLECRY,[x]Costs (1) less for each minion that died this turn.  <b>Battlecry:</b> Draw 2 cards.,generated_supported
tortotem_multi_type_minion,END_030,Haywire Hornswog,SHAMAN,TIME_TRAVEL,MINION,6,4,6,"BEAST,DRAGON","ELUSIVE,TAUNT","[x]<b>Elusive,</b> <b>Taunt</b> Costs (1) less for each Mana Crystal you've  <b>Overloaded</b> this game.",generated_supported
tortotem_multi_type_minion,FIR_919,Everburning Phoenix,ROGUE,EMERALD_DREAM,MINION,4,3,2,"BEAST,ELEMENTAL",DEATHRATTLE,"[x]Costs (1) less for each card you've played this turn. <b>Deathrattle: </b>At end of turn, get another Phoenix.",generated_supported
tortotem_multi_type_minion,FIR_924,Shadowflame Stalker,WARLOCK,EMERALD_DREAM,MINION,4,4,3,"BEAST,ELEMENTAL","BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a Demon with a <b>Dark Gift</b>. Get a copy of it.,needs_rule
tortotem_multi_type_minion,FIR_951,Volcoross,DEATHKNIGHT,EMERALD_DREAM,MINION,8,5,5,"BEAST,ELEMENTAL","BATTLECRY,RUSH,TAUNT","[x]<b>Rush, Taunt</b> <b>Battlecry:</b> Choose to spend 10, 20, or 30 <b>Corpses</b> to gain that many stats.",generated_supported
tortotem_multi_type_minion,FIR_953,Magma Hound,HUNTER,EMERALD_DREAM,MINION,8,5,8,"BEAST,ELEMENTAL","RUSH,TRIGGER_VISUAL","[x]<b>Rush</b>. After this attacks a minion and survives, deal this minion's Attack damage split among all enemies.",generated_supported
tortotem_multi_type_minion,FIR_956,Dragon Turtle,WARRIOR,EMERALD_DREAM,MINION,4,3,6,"BEAST,DRAGON",BATTLECRY,"[x]<b>Battlecry:</b> If you're holding a minion with a <b>Dark Gift</b>, give your hero +3 Attack this turn and 6 Armor.",generated_supported
tortotem_multi_type_minion,JAIL_435,Rampaging Hound,WARRIOR,ESCAPEFROM_VIOLET_HOLD,MINION,7,4,12,"BEAST,ELEMENTAL",BATTLECRY,[x]<b>Prepare</b> <b>Battlecry:</b> Force all enemy minions to attack this.,generated_supported
tortotem_multi_type_minion,JAIL_457,Hijacked Securitybot,SHAMAN,ESCAPEFROM_VIOLET_HOLD,MINION,4,3,3,"ELEMENTAL,MECHANICAL",BATTLECRY,<b>Prepare</b> <b>Battlecry:</b> Give your other minions +1/+1.,generated_supported
tortotem_multi_type_minion,JAIL_942,Specter of Despair,PRIEST,ESCAPEFROM_VIOLET_HOLD,MINION,2,2,6,"DRAENEI,UNDEAD","CANT_ATTACK,TAUNT",<b>Taunt</b>  Can't attack.,generated_supported
tortotem_multi_type_minion,RLK_708,Chillfallen Baron,DEATHKNIGHT,CORE,MINION,3,2,2,"DRAENEI,UNDEAD","BATTLECRY,DEATHRATTLE",<b>Battlecry and Deathrattle:</b> Draw a card.,generated_supported
tortotem_multi_type_minion,TIME_046,Cyborg Patriarch,NEUTRAL,TIME_TRAVEL,MINION,3,3,12,"BEAST,MECHANICAL",TAUNT,<b>Dormant</b> for 3 turns. <b>Taunt</b>,generated_supported
tortotem_multi_type_minion,TIME_053,Sandmaw,NEUTRAL,TIME_TRAVEL,MINION,3,7,2,"BEAST,ELEMENTAL",,,generated_supported
tortotem_multi_type_minion,TIME_217,Stormrook,SHAMAN,TIME_TRAVEL,MINION,5,5,5,"BEAST,ELEMENTAL",TRIGGER_VISUAL,"[x]Whenever you would damage this with a Nature spell, summon a random   5-Cost minion instead.",needs_rule
tortotem_multi_type_minion,TIME_713,Time Adm'ral Hooktail,ROGUE,TIME_TRAVEL,MINION,5,4,6,"DRAGON,PIRATE",BATTLECRY,<b>Battlecry:</b> Summon a 0/8 Chest for your opponent. <i>It's FULL of Coins!</i>,generated_supported
tortotem_multi_type_minion,TLC_102,Torga,NEUTRAL,THE_LOST_CITY,MINION,4,2,7,"BEAST,UNDEAD",BATTLECRY,<b>Battlecry:</b> Draw a <b>Kindred</b> card and another card that activates it.,generated_supported
tortotem_multi_type_minion,TLC_223,Volcanic Thrasher,SHAMAN,THE_LOST_CITY,MINION,3,2,3,"BEAST,ELEMENTAL",BATTLECRY,<b>Battlecry:</b> Draw a Fire spell. <b>Kindred:</b> Give it <b>Spell Damage +2</b>.,generated_supported
tortotem_multi_type_minion,TLC_224,Mechanized Magma,SHAMAN,THE_LOST_CITY,MINION,4,2,5,"ELEMENTAL,MECHANICAL",TRIGGER_VISUAL,"Whenever you play a Fire spell, gain stats equal to its Cost.",generated_supported
tortotem_multi_type_minion,TLC_225,Cinderfin,SHAMAN,THE_LOST_CITY,MINION,2,1,2,"ELEMENTAL,MURLOC",DEATHRATTLE,<b>Deathrattle:</b> Summon a 2/1 Sizzling Cinder.,generated_supported
tortotem_multi_type_minion,TLC_240,Tyrannogill,PALADIN,THE_LOST_CITY,MINION,6,6,3,"BEAST,MURLOC","DEATHRATTLE,RUSH",[x]<b>Rush</b> <b>Deathrattle:</b> Summon three 2/1 Murlocs. Give them each a random <b>Bonus Effect</b>.,generated_supported
tortotem_multi_type_minion,TLC_243,Whirling Stormdrake,NEUTRAL,THE_LOST_CITY,MINION,9,8,8,"DRAGON,ELEMENTAL","RUSH,WINDFURY","<b>Rush</b>, <b>Windfury</b> <b>Kindred:</b> Gain <b>Immune</b> this turn.",generated_supported
tortotem_multi_type_minion,TLC_401,Bonechill Stegodon,DEATHKNIGHT,THE_LOST_CITY,MINION,6,6,3,"BEAST,UNDEAD",DEATHRATTLE,<b>Deathrattle:</b> Deal 6 damage to three random enemies.,generated_supported
tortotem_multi_type_minion,TLC_432,Dread Raptor,DEATHKNIGHT,THE_LOST_CITY,MINION,4,3,4,"BEAST,UNDEAD",BATTLECRY,<b>Battlecry:</b> Draw a <b>Deathrattle</b> minion that costs (3) or less. <b>Kindred:</b> It costs (0).,generated_supported
tortotem_multi_type_minion,TLC_436,Reanimated Pterrordax,DEATHKNIGHT,THE_LOST_CITY,MINION,5,4,3,"BEAST,UNDEAD","LIFESTEAL,RUSH","<b><b>Rush</b>, Lifesteal</b> Costs <b>Corpses</b> instead of Mana.",generated_supported
tortotem_multi_type_minion,TLC_463,Razidir,WARLOCK,THE_LOST_CITY,MINION,4,7,7,"BEAST,DEMON",BATTLECRY,[x]<b>Battlecry:</b> Discard a random card from your hand. <b>Kindred:</b> Your opponent's hand instead.,generated_supported
tortotem_multi_type_minion,TLC_482,Slagclaw,SHAMAN,THE_LOST_CITY,MINION,5,3,4,"DRAGON,ELEMENTAL",BATTLECRY,[x]<b>Battlecry:</b> Summon two 2/1 Sizzling Cinders. <b>Kindred:</b> Trigger your Sizzling Cinders' <b>Deathrattles.</b>,generated_supported
tortotem_multi_type_minion,TLC_888,Cloud Serpent,NEUTRAL,THE_LOST_CITY,MINION,3,3,3,"DRAGON,ELEMENTAL",BATTLECRY,[x]<b>Battlecry:</b> Get a copy of another Elemental or Dragon in your hand.,generated_supported
demon_play,CATA_200,Agent of the Old Ones,ROGUE,CATACLYSM,MINION,1,2,1,DEMON,BATTLECRY,[x]<b>Battlecry:</b> Choose a card in your hand to  transform into a Coin.,generated_supported
demon_play,CATA_490,Ocular Occultist,WARLOCK,CATACLYSM,MINION,3,3,6,DEMON,"BATTLECRY,TAUNT",[x]<b>Taunt</b> <b>Battlecry:</b> Choose a card in your hand to discard.,generated_supported
demon_play,CATA_612,Frostbitten Imp,NEUTRAL,CATACLYSM,MINION,2,5,3,DEMON,BATTLECRY,<b>Battlecry:</b> <b>Freeze</b> this.,generated_supported
demon_play,CORE_BT_156,Imprisoned Vilefiend,NEUTRAL,CORE,MINION,2,3,5,DEMON,RUSH,<b>Dormant</b> for 2 turns. <b>Rush</b>,generated_supported
demon_play,CORE_BT_351,Battlefiend,DEMONHUNTER,CORE,MINION,1,1,2,DEMON,TRIGGER_VISUAL,"After your hero attacks, gain +1 Attack.",generated_supported
demon_play,CORE_BT_493,Priestess of Fury,DEMONHUNTER,CORE,MINION,7,6,7,DEMON,TRIGGER_VISUAL,"At the end of your turn, deal 6 damage randomly split among all enemies.",generated_supported
demon_play,CORE_BT_510,Wrathspike Brute,DEMONHUNTER,CORE,MINION,5,3,6,DEMON,"TAUNT,TRIGGER_VISUAL","[x]<b>Taunt</b> After this is attacked, deal 1 damage to all enemies.",generated_supported
demon_play,CORE_CATA_001,Tichondrius,DEMONHUNTER,CORE,MINION,9,9,8,DEMON,"AURA,BATTLECRY",Your hero is <b>Immune</b>. <b>Battlecry:</b> Your next Demon this turn costs (0).,generated_supported
demon_play,CORE_EX1_310,Doomguard,WARLOCK,CORE,MINION,5,5,7,DEMON,"BATTLECRY,CHARGE",<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,generated_supported
demon_play,CORE_EX1_319,Flame Imp,WARLOCK,CORE,MINION,1,3,2,DEMON,BATTLECRY,<b>Battlecry:</b> Deal 3 damage to your hero.,generated_supported
demon_play,CORE_LOOT_013,Vulgar Homunculus,WARLOCK,CORE,MINION,2,2,4,DEMON,"BATTLECRY,TAUNT",<b>Taunt</b> <b>Battlecry:</b> Deal 2 damage to your hero.,generated_supported
demon_play,CORE_LOOT_368,Voidlord,WARLOCK,CORE,MINION,9,3,9,DEMON,"DEATHRATTLE,TAUNT",[x]<b>Taunt</b>  <b>Deathrattle:</b> Summon three 1/3 Demons with <b>Taunt</b>.,generated_supported
demon_play,CORE_SW_068,Mo'arg Forgefiend,NEUTRAL,CORE,MINION,8,8,8,"DEMON,MECHANICAL","DEATHRATTLE,TAUNT",<b>Taunt</b> <b>Deathrattle:</b> Gain 8 Armor.,generated_supported
demon_play,CORE_TTN_843,Eredar Deceptor,DEMONHUNTER,CORE,MINION,4,3,5,DEMON,TRIGGER_VISUAL,"Whenever you draw a card, summon a 1/1 Demon with <b>Rush</b>.",generated_supported
demon_play,CORE_TTN_866,Mythical Terror,DEMONHUNTER,CORE,MINION,7,4,10,"BEAST,DEMON","LIFESTEAL,TRIGGER_VISUAL","[x]<b>Lifesteal</b> At the end of your turn, force all enemy minions to attack this.",generated_supported
demon_play,CORE_ULD_165,Riftcleaver,WARLOCK,CORE,MINION,6,7,5,DEMON,BATTLECRY,<b>Battlecry:</b> Destroy a minion. Your hero takes damage equal to its Health.,generated_supported
demon_play,CORE_YOD_026,Fiendish Servant,WARLOCK,CORE,MINION,1,2,1,DEMON,DEATHRATTLE,[x]<b>Deathrattle:</b> Give this minion's Attack to a random friendly minion.,generated_supported
demon_play,CS3_020,Illidari Inquisitor,DEMONHUNTER,CORE,MINION,8,8,8,DEMON,"RUSH,TRIGGER_VISUAL","<b>Rush</b>. After your hero attacks an enemy, this attacks it too.",generated_supported
demon_play,DINO_132,Asphyxiodon,WARLOCK,THE_LOST_CITY,MINION,8,6,12,"BEAST,DEMON","TAUNT,TRIGGER_VISUAL","[x]<b>Taunt</b>. At the end of your turn, deal 5 damage to a random enemy minion.",generated_supported
demon_play,DINO_138,Diabolus Rex,DEMONHUNTER,THE_LOST_CITY,MINION,6,6,5,"BEAST,DEMON",,<b>Kindred:</b> Deal 6 damage to your opponent's left and right-most minions.,generated_supported
demon_play,EDR_102,Treacherous Tormentor,NEUTRAL,EMERALD_DREAM,MINION,4,5,4,DEMON,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a <b>Legendary</b> minion with a <b>Dark Gift</b>.,needs_rule
demon_play,EDR_421,Omen,DEMONHUNTER,EMERALD_DREAM,MINION,10,6,12,"BEAST,DEMON","DEATHRATTLE,RUSH,WINDFURY","[x]<b>Rush</b>, <b>Windfury</b> <b>Deathrattle:</b> Deal 1 damage to all enemies. <i>(Improves after this attacks!)</i>",generated_supported
demon_play,EDR_456,Darkrider,WARRIOR,EMERALD_DREAM,MINION,1,1,1,DEMON,"BATTLECRY,DISCOVER","<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b> a Dragon with a <b>Dark Gift</b>.",generated_supported
demon_play,EDR_486,Scorching Observer,NEUTRAL,EMERALD_DREAM,MINION,9,7,9,DEMON,"LIFESTEAL,RUSH",<b>Rush</b> <b>Lifesteal</b>,generated_supported
demon_play,EDR_493,Alara'shi,DEMONHUNTER,EMERALD_DREAM,MINION,5,5,5,"BEAST,DEMON",BATTLECRY,[x]<b>Battlecry:</b> Transform minions in your hand into random Demons. <i>(They keep their   original stats and Cost.)</I>,needs_rule
demon_play,EDR_521,Tricky Satyr,ROGUE,EMERALD_DREAM,MINION,3,4,3,DEMON,BATTLECRY,<b>Battlecry:</b> Get a copy of the lowest Cost card in your opponent's hand.,generated_supported
demon_play,EDR_524,Shadowcloaked Assailant,ROGUE,EMERALD_DREAM,MINION,4,3,5,DEMON,BATTLECRY,"[x]<b>Battlecry:</b> If you're holding one of the same cards as your opponent, shuffle theirs into their deck.",generated_supported
demon_play,EDR_780,Bloodthistle Illusionist,NEUTRAL,EMERALD_DREAM,MINION,3,2,4,DEMON,BATTLECRY,[x]<b>Battlecry:</b> Summon a copy of this. One secretly dies when it takes damage.,generated_supported
demon_play,EDR_856,Nightmare Lord Xavius,NEUTRAL,EMERALD_DREAM,MINION,4,4,4,DEMON,"BATTLECRY,DISCOVER",<b>Battlecry:</b> <b>Discover</b> a minion from your deck. Give it a <b>Dark Gift</b>.,generated_supported
demon_play,EDR_891,Ravenous Felhunter,DEMONHUNTER,EMERALD_DREAM,MINION,5,5,3,DEMON,DEATHRATTLE,<b>Deathrattle:</b> Resurrect a friendly <b>Deathrattle</b> minion that costs (4) or less. Summon a copy of it.,generated_supported
demon_play,EDR_892,Ferocious Felbat,DEMONHUNTER,EMERALD_DREAM,MINION,7,7,5,DEMON,DEATHRATTLE,[x]<b>Deathrattle:</b> Resurrect a different friendly <b>Deathrattle</b> minion that costs (5) or more. Summon a copy of it.,generated_supported
demon_play,END_004,Remnant of Rage,"DEATHKNIGHT,DEMONHUNTER",TIME_TRAVEL,MINION,7,5,4,"DEMON,UNDEAD",BATTLECRY,[x]Costs (1) less for each minion that died this turn.  <b>Battlecry:</b> Draw 2 cards.,generated_supported
demon_play,JAIL_007,Sewer Imp,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,6,4,6,DEMON,"DEATHRATTLE,TAUNT",[x]<b>Taunt</b> <b>Deathrattle:</b> Deal 2  damage to all enemies.,generated_supported
demon_play,JAIL_398,IMPFERNAL!,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,6,6,6,DEMON,"DEATHRATTLE,InvisibleDeathrattle",[x]<b>Deathrattle:</b> Deal 3 damage to all other characters. <i>(Also triggers in hand or deck.)</i>,generated_supported
demon_play,JAIL_399,Imp Gang Stooge,WARLOCK,ESCAPEFROM_VIOLET_HOLD,MINION,3,2,5,DEMON,"DEATHRATTLE,TAUNT",[x]<b>Taunt</b>. <b>Deathrattle:</b> Put two 8/8 Demons with <b>Taunt</b> and <b>Lifesteal</b> on the bottom of your deck.,generated_supported
demon_play,JAIL_890,Captive Nathrezim,DEMONHUNTER,ESCAPEFROM_VIOLET_HOLD,MINION,10,6,12,DEMON,AURA,"<b>Prepare</b>, <b>Taunt</b> ALL minions cost (2) more.",generated_supported
demon_play,JAIL_906,Moragg,WARLOCK,ESCAPEFROM_VIOLET_HOLD,MINION,9,6,5,DEMON,DEATHRATTLE,"[x]<b>Prepare</b>. <b>Deathrattle:</b> Summon a random Demon from your deck. Give it ""<b>Deathrattle:</b> Summon Moragg.""",generated_supported
demon_play,TLC_463,Razidir,WARLOCK,THE_LOST_CITY,MINION,4,7,7,"BEAST,DEMON",BATTLECRY,[x]<b>Battlecry:</b> Discard a random card from your hand. <b>Kindred:</b> Your opponent's hand instead.,generated_supported
mech_play,CATA_550,Magmaw,HUNTER,CATACLYSM,MINION,7,2,12,"BEAST,MECHANICAL","COLOSSAL,TRIGGER_VISUAL",<b>Colossal +99</b> Summon any leftover appendages when there is room.,generated_supported
mech_play,CORE_BT_201,Augmented Porcupine,HUNTER,CORE,MINION,3,2,4,"BEAST,MECHANICAL",DEATHRATTLE,[x]<b>Deathrattle</b>: Deal this minion's Attack damage randomly split among all enemies.,generated_supported
mech_play,CORE_DRG_256,Dragonbane,HUNTER,CORE,MINION,4,3,5,MECHANICAL,TRIGGER_VISUAL,"After you use your Hero Power, deal 5 damage to a random enemy.",generated_supported
mech_play,CORE_GVG_085,Annoy-o-Tron,NEUTRAL,CORE,MINION,2,1,2,MECHANICAL,"DIVINE_SHIELD,TAUNT",<b>Taunt</b> <b>Divine Shield</b>,generated_supported
mech_play,CORE_GVG_103,Micro Machine,NEUTRAL,CORE,MINION,2,1,2,MECHANICAL,TRIGGER_VISUAL,"At the start of each turn, gain +1 Attack.",generated_supported
mech_play,CORE_GVG_114,Sneed's Old Shredder,NEUTRAL,CORE,MINION,7,5,7,MECHANICAL,DEATHRATTLE,<b>Deathrattle:</b> Summon a random <b>Legendary</b> minion.,needs_rule
mech_play,CORE_KAR_061,The Curator,NEUTRAL,CORE,MINION,5,4,6,MECHANICAL,"BATTLECRY,TAUNT","<b>Taunt</b> <b>Battlecry:</b> Draw a Beast, Dragon, and Murloc.",generated_supported
mech_play,CORE_LOE_039,Gorillabot A-3,NEUTRAL,CORE,MINION,3,3,4,"BEAST,MECHANICAL","BATTLECRY,DISCOVER","<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.",needs_rule
mech_play,CORE_NX2_028,Hookfist-3000,WARRIOR,CORE,MINION,3,4,3,"MECHANICAL,PIRATE",TRIGGER_VISUAL,"After your hero attacks, gain 4 Armor and draw a card.",generated_supported
mech_play,CORE_REV_946,Steamcleaner,NEUTRAL,CORE,MINION,5,5,5,MECHANICAL,BATTLECRY,<b>Battlecry:</b> Destroy ALL cards in both players' decks that didn't start there.,generated_supported
mech_play,CORE_SW_068,Mo'arg Forgefiend,NEUTRAL,CORE,MINION,8,8,8,"DEMON,MECHANICAL","DEATHRATTLE,TAUNT",<b>Taunt</b> <b>Deathrattle:</b> Gain 8 Armor.,generated_supported
mech_play,CORE_WW_329,Detonation Juggernaut,WARRIOR,CORE,MINION,4,3,4,MECHANICAL,"BATTLECRY,TAUNT",<b>Taunt</b>. <b>Battlecry:</b> Give <b>Taunt</b> minions in your hand +2/+2.,generated_supported
mech_play,DINO_409,Techysaurus,MAGE,THE_LOST_CITY,MINION,7,3,6,"BEAST,MECHANICAL",TAUNT,[x]<b>Taunt</b>. Costs (1) less for each card you played this game that didn't start in your deck.,generated_supported
mech_play,JAIL_456,P1CK-P0K3T,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,2,2,3,MECHANICAL,BATTLECRY,"<b>Battlecry:</b> If your deck has 25 or more cards, draw a card.",generated_supported
mech_play,JAIL_457,Hijacked Securitybot,SHAMAN,ESCAPEFROM_VIOLET_HOLD,MINION,4,3,3,"ELEMENTAL,MECHANICAL",BATTLECRY,<b>Prepare</b> <b>Battlecry:</b> Give your other minions +1/+1.,generated_supported
mech_play,JAIL_460,Concealing Confection,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,1,1,2,MECHANICAL,DEATHRATTLE,<b>Deathrattle:</b> Get a random weapon.,needs_rule
mech_play,JAIL_502,Alarm-o-Matic,NEUTRAL,ESCAPEFROM_VIOLET_HOLD,MINION,3,0,3,MECHANICAL,TRIGGER_VISUAL,"At the start of your turn, swap this minion with a random one in your opponent's hand.",generated_supported
mech_play,JAIL_882,R4T-C4TCH3R,HUNTER,ESCAPEFROM_VIOLET_HOLD,MINION,3,4,2,MECHANICAL,"BATTLECRY,DEATHRATTLE",[x]<b>Battlecry:</b> Copy all spells  in your deck.  <b>Deathrattle:</b> Draw one.,generated_supported
mech_play,TIME_009,Gelbin of Tomorrow,PALADIN,TIME_TRAVEL,MINION,8,6,6,MECHANICAL,BATTLECRY,[x]<b>Fabled</b> <b>Battlecry:</b> Put one of each Aura from your deck into the battlefield.,needs_rule
mech_play,TIME_015,Hardlight Protector,PALADIN,TIME_TRAVEL,MINION,2,2,1,MECHANICAL,"BATTLECRY,DIVINE_SHIELD",[x]<b>Divine Shield</b> <b>Battlecry:</b> Restore #3 Health to your hero and give them <b>Divine Shield</b>.,generated_supported
mech_play,TIME_017,Tankgineer,PALADIN,TIME_TRAVEL,MINION,4,2,1,MECHANICAL,"DEATHRATTLE,DIVINE_SHIELD",[x]<b>Divine Shield</b> <b>Deathrattle:</b> Summon a 7/7 Tank with <b>Divine Shield</b>.,generated_supported
mech_play,TIME_035,Time Machine,NEUTRAL,TIME_TRAVEL,MINION,6,6,6,MECHANICAL,"DEATHRATTLE,TAUNT",<b>Taunt</b> <b>Deathrattle:</b> Get a random <b>Rewind</b> card.,needs_rule
mech_play,TIME_038,Mister Clocksworth,NEUTRAL,TIME_TRAVEL,MINION,8,3,3,MECHANICAL,BATTLECRY,"[x]<b>Rewind</b>, <b>Rewind</b>, <b>Rewind</b> <b>Battlecry:</b> Summon 2 random <b>Legendary</b> minions.",needs_rule
mech_play,TIME_043,PMM Infinitizer,PALADIN,TIME_TRAVEL,MINION,6,4,4,MECHANICAL,BATTLECRY,<b>Battlecry:</b> Set a friendly minion's Attack and Health to 8. It can't attack heroes this turn.,generated_supported
mech_play,TIME_046,Cyborg Patriarch,NEUTRAL,TIME_TRAVEL,MINION,3,3,12,"BEAST,MECHANICAL",TAUNT,<b>Dormant</b> for 3 turns. <b>Taunt</b>,generated_supported
mech_play,TIME_048,Clockwork Rager,NEUTRAL,TIME_TRAVEL,MINION,5,5,1,MECHANICAL,BATTLECRY,[x]<b>Battlecry:</b> Gain +1 Health for each turn you've taken this game.@ <i>(@ turns)</i>,generated_supported
mech_play,TIME_060,Quantum Destabilizer,NEUTRAL,TIME_TRAVEL,MINION,3,4,9,MECHANICAL,,This minion takes double damage from all sources.,generated_supported
mech_play,TIME_603,Ticking Timebomb,HUNTER,TIME_TRAVEL,MINION,2,1,1,MECHANICAL,DEATHRATTLE,<b>Deathrattle:</b> Destroy a random enemy minion.,generated_supported
mech_play,TLC_224,Mechanized Magma,SHAMAN,THE_LOST_CITY,MINION,4,2,5,"ELEMENTAL,MECHANICAL",TRIGGER_VISUAL,"Whenever you play a Fire spell, gain stats equal to its Cost.",generated_supported
five_cost_minion_play,CAP_106,Captain Crowley,WARRIOR,ESCAPEFROM_VIOLET_HOLD,MINION,5,4,5,PIRATE,"AURA,BATTLECRY",[x]Your Cannoneers fire an additional shot. <b>Battlecry</b>: Summon  two 1/1 Cannoneers.,generated_supported
five_cost_minion_play,CAP_406,Kabal Mastermind,WARLOCK,ESCAPEFROM_VIOLET_HOLD,MINION,5,5,5,,"BATTLECRY,TAUNT","[x]<b>Taunt</b>. <b>Battlecry:</b> Whenever you summon an Imp-formant this game, give it +2/+2.",needs_rule
five_cost_minion_play,CATA_133,Iridescent Flitterwing,DRUID,CATACLYSM,MINION,5,4,5,DRAGON,"ELUSIVE,TRIGGER_VISUAL","<b>Elusive</b> At the end of your turn, give your other minions +1/+1.",needs_rule
five_cost_minion_play,CATA_206,Twisted Monstrosity,NEUTRAL,CATACLYSM,MINION,5,6,5,BEAST,"ELUSIVE,TAUNT","[x]<b>{0}, {1}</b> Each turn this is in your hand, swap between two  random <b>Bonus Effects</b>.",needs_rule
five_cost_minion_play,CATA_473,"Nozdormu, Bronze Aspect",PALADIN,CATACLYSM,MINION,5,4,4,,TRIGGER_VISUAL,"[x]At the end of your turn, give your minions <b>Divine Shield</b>. Any that already had one   gain +3/+3 instead.",needs_rule
five_cost_minion_play,CATA_478,Bronze Redeemer,PALADIN,CATACLYSM,MINION,5,3,3,,TRIGGER_VISUAL,"At the end of your turn, summon a Dragon with stats equal to this minion's.",needs_rule
five_cost_minion_play,CATA_481,Iso'rath,ROGUE,CATACLYSM,MINION,5,5,3,,"BATTLECRY,DEATHRATTLE","[x]<b>Battlecry:</b> Devour 2 random cards from the opponent's hand, then go <b>Dormant</b> for 2 turns. <b>Deathrattle:</b> Return them.",needs_rule
five_cost_minion_play,CATA_564,Air Support,SHAMAN,CATACLYSM,MINION,5,5,5,,BATTLECRY,[x]<b>Battlecry:</b> Give a friendly minion <b>Mega-Windfury</b>. It can't attack heroes.,needs_rule
five_cost_minion_play,CATA_586,Destructive Blaze,WARRIOR,CATACLYSM,MINION,5,3,3,ELEMENTAL,"DEATHRATTLE,TRIGGER_VISUAL","[x]After this survives damage, summon a Destructive Blaze. <b>Deathrattle:</b> Deal 2 damage to a random enemy.",generated_supported
five_cost_minion_play,CATA_999,Earthen Drake,NEUTRAL,CATACLYSM,MINION,5,4,4,"DRAGON,ELEMENTAL",TRIGGER_VISUAL,"At the end of your turn, deal 4 damage to the enemy hero.",generated_supported
five_cost_minion_play,CORE_BAR_313,Priest of An'she,PRIEST,CORE,MINION,5,5,5,,"BATTLECRY,TAUNT","<b>Taunt</b>. <b>Battlecry:</b> If you've restored Health this turn, gain +3/+3.",needs_rule
five_cost_minion_play,CORE_BOT_576,Crazed Chemist,ROGUE,CORE,MINION,5,4,4,,COMBO,<b>Combo:</b> Give a friendly minion +4 Attack.,needs_rule
five_cost_minion_play,CORE_BT_510,Wrathspike Brute,DEMONHUNTER,CORE,MINION,5,3,6,DEMON,"TAUNT,TRIGGER_VISUAL","[x]<b>Taunt</b> After this is attacked, deal 1 damage to all enemies.",needs_rule
five_cost_minion_play,CORE_CATA_004,Rehgar Earthfury,SHAMAN,CORE,MINION,5,3,5,,TRIGGER_VISUAL,"After this or an adjacent minion attacks, get a Lightning Bolt.",needs_rule
five_cost_minion_play,CORE_CFM_344,"Finja, the Flying Star",NEUTRAL,CORE,MINION,5,3,5,MURLOC,"STEALTH,TRIGGER_VISUAL","[x]<b>Stealth</b>    Whenever this attacks and    kills a minion, summon 2  Murlocs from your deck.",generated_supported
five_cost_minion_play,CORE_EX1_028,Stranglethorn Tiger,NEUTRAL,CORE,MINION,5,5,5,BEAST,STEALTH,<b>Stealth</b>,needs_rule
five_cost_minion_play,CORE_EX1_250,Earth Elemental,SHAMAN,CORE,MINION,5,7,9,ELEMENTAL,"OVERLOAD,TAUNT",<b>Taunt</b> <b>Overload</b>: (2),needs_rule
five_cost_minion_play,CORE_EX1_310,Doomguard,WARLOCK,CORE,MINION,5,5,7,DEMON,"BATTLECRY,CHARGE",<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,needs_rule
five_cost_minion_play,CORE_GIL_623,Witchwood Grizzly,NEUTRAL,CORE,MINION,5,3,12,BEAST,"BATTLECRY,TAUNT",[x]<b>Taunt</b> <b>Battlecry:</b> Lose 1 Health for each card in your opponent's hand.,needs_rule
five_cost_minion_play,CORE_KAR_061,The Curator,NEUTRAL,CORE,MINION,5,4,6,MECHANICAL,"BATTLECRY,TAUNT","<b>Taunt</b> <b>Battlecry:</b> Draw a Beast, Dragon, and Murloc.",generated_supported
five_cost_minion_play,CORE_ONY_018,Boomkin,DRUID,CORE,MINION,5,4,5,,CHOOSE_ONE,<b>Choose One - </b>Restore #8 Health to your hero; or Deal 4 damage.,needs_rule
five_cost_minion_play,CORE_REV_946,Steamcleaner,NEUTRAL,CORE,MINION,5,5,5,MECHANICAL,BATTLECRY,<b>Battlecry:</b> Destroy ALL cards in both players' decks that didn't start there.,generated_supported
five_cost_minion_play,CORE_SCH_605,Lake Thresher,NEUTRAL,CORE,MINION,5,4,6,BEAST,,Also damages the minions next to whomever this attacks.,needs_rule
